KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
BRD_ADJ;Burundi;Burundais;Burundisch;Burundi;Burundesa;Burundese;Burundi;Burundi;Burundi;Boeroendi;Burundês;Áóğóíäèéñê;Burundi;x
BRT;Brittany;Bretagne;Bretagne;Bretania;Bretaña;Bretagna;Brittany;Brittany;Brittany;Bretagne;Bretanha;Áğåòàíü;Bretagne;x
BRT_ADJ;Breton;Breton;Bretonisch;Bretanii;Bretona;Bretone;breton;Breton;breton;Breton;Bretão;Áğåòîíñê;Breton;x
BSH;Lesotho;Lésotho;Lesotho;Lesotho;Lesoto;Lesotho;Lesotho;Lesotho;Lesotho;Lesotho;Lesoto;Ëåñîòî;lesotho;x
BSH_ADJ;Lesothoan;Lésothien;Lesothisch;lesotyjsk;Lesotense;Lesothiana;Lesothoan;Lesothoan;Lesothoan;Lesothoan;Lesotiano;ëåñîòñê;Lesothoan;x
BSQ;Euskadi;Euskadi;Euskadi;Kraj Basków;Euskadi;Euskadi;Euskadi;Euskadi;Euskadi;Euskadi;O País Basco;Ñòğàíà Áàñêîâ;Euskadi;x
BSQ_ADJ;Basque;Basque;Baskisch;baskijsk;Vasca;Basca;baszk;Baskiètina;baszk;baskisch;Basco;áàñêñê;baski;x
BUG;Buganda;Bouganda;Buganda;Buganda;Buganda;Buganda;Buganda;Buganda;Buganda;Buganda;Buganda;Áóãàíäà;Buganda;x
BUG_ADJ;Bugandan;Bougandais;Bugandisch;Bugandy;Bugandesa;Bugandese;Bugandan;Bugandan;Bugandan;Buganda;Bugandês;Áóãàíäñê;Bugandan;x
BUK_presidential_dictatorship;Uzbekistan;Ouzbékistan;Usbekistan;Uzbekistan;Uzbekistán;Usbechistan;Üzbegisztán;Uzbekistán;Üzbegisztán;Oezbekistan;Uzbequistão;Óçáåêèñòàí;Uzbekistan;x
BUK_presidential_dictatorship_ADJ;Uzbek;Ouzbek;Usbekisch;uzbeck;Uzbeka;Usbeca;üzbég;Uzbekistán;üzbég;Oezbeeks;Uzbeque;óçáåêñê;uzbekki;x
BUK_proletarian_dictatorship;SSR Uzbekistan;RSS Ouzbékistan;SSR Usbekistan;SRR Uzbekistan;SSR Uzbekistán;RSS Usbeca;SSR Üzbegisztán;SSR Uzbekistán;SSR Üzbegisztán;SSR Oezbekistan;A RSS Uzbeque;ÑÑĞ Óçâåêèñòàí;SSR Uzbekistan;x
BUK_proletarian_dictatorship_ADJ;Uzbek;Ouzbek;Usbekisch;uzbeck;Uzbeka;Usbeca;üzbég;Uzbekistán;üzbég;Oezbeeks;Uzbeque;óçáåêñê;uzbekki;x
CAD;The Caddo;Caddos;Caddo;Caddo;Caddo;Caddo;caddo;Caddo;caddo;Caddo;Caddo;Êıääî;caddo;x
CAD_ADJ;Caddo;des Caddos;Caddo-;Caddo;Caddo;di Caddo;caddo;Caddo;caddo;Caddo;de Caddo;Êıääñê;caddo;x
CAR;Equatorial Africa;Afrique Équatoriale;Äquatoriales Afrika;Afryka Równikowa;África Ecuatorial;Africa Equatoriale;Egyenlítoi Afrika;Rovníková Afrika;Egyenlítoi Afrika;Equatoriaal Afrika;África Equatorial;İêâàòîğèàëüíàÿ Àôğèêà;Päiväntasaajan Afrikka;x
CAR_ADJ;Equatorial;Équatorial;Äquatorial;równikow;Ecuatorial;Equatoriale;Egyenlítoi;Rovníkovı;Egyenlítoi;Equatoriaal;Equatorial;ıêâàòîğèàëüí;Päiväntasaajan;x
CAS;Cascadia;Cascadie;Kaskadien;Kaskadija;Cascadia;Cascadia;Cascadia;Cascadia;Cascadia;Cascadia;Cascádia;Êàñêàäèÿ;Cascadia;x
CAS_ADJ;Cascadian;Cascadien;Kaskadisch;kaskadijsk;Cascadia;Cascadiese;Cascadian;Cascadian;Cascadian;Cascadian;da Cascádia;êàñêàäñê;Cascadian;x
CAY;Cayenne;Cayenne;Cayenne;Cayenne;Cayena;Caienna;Cayenne;Cayenne;Cayenne;Cayenne;Caiena;Êàéåííà;cayennenpippuri;x
CAY_ADJ;Cayenne;Cayennaise;Cayenne-;Cayeñsk.;de Cayena;di Caienna;Cayenne-i;Cayenne;Cayenne-i;Cayenne;de Caiena;êàéåíñê;cayennenpippuri;x
CCW;The Choctaw;Tchactas;Choctaw;Czoktawowie;Choctaw;Choctaw;csoktó;Choctaw;csoktó;Choctaw;Os Choctaw;×îêòî;Choctaw;x
CCW_ADJ;Choctaw;des Tchactas;Choctaw;Czoktawów;Choctaw;di Choctaw;csoktó;Choctaw;csoktó;Choctaw;Choctaw;×îêòîñê;Choctaw;x
CEG;Egypt;Égypte;Ägypten;Egipt;Egipto;Egitto;Egyiptom;Egypt;Egyiptom;Egypte;Egito;Åãèïåò;Egypti;x
CEG_ADJ;Egyptian;Égyptien;Ägyptisch;Egiptu;Egipcia;Egiziana;egyiptomi;Egyptskı;egyiptomi;Egyptische;Egípcio;Åãèïåòñê;egyptiläinen;x
CEL;The Celtic Union;L'Union Celtique;Die Keltische Union;Unia Celtycka;La Unión Celta;L'unione Celtica;A Kelta Unió;Keltská unie;A Kelta Unió;De Keltische Unie;A União Celta;Êåëüòñêèé Ñîşç;Kelttien Unioni;x
CEL_ADJ;Celtic;celtique;Keltisch;celtyck;Céltica;Celtica;kelta;Keltsk;kelta;Keltisch;Céltico;êåëüòñê;Kelttiläinen;x
CEQ;The Equador Confederation;Équateur Confédération;Equador-Konföderation;Konfederacja Równikowa;Confederación Ecuatorial;Confederazione dell'Equatore;Ecuador Konföderáció;Konfederace Ekvádoru;Ecuador Konföderáció;Equador Confederation;A Confederação do Equador;Êîíôåäåğàöèÿ İêâàäîğà;Euradionin konfederaatio;x
CEQ_ADJ;Equadorian;Équatorien;Equadorisch;równikow;Ecuatorial;Equatoriana;Equadorian;Ekvádorskı;Equadorian;Equadorian;Equatoriano;ıêâàäîğÿíñê;Equadorian;x
CGO;Congo-Brazzaville;Congo-Brazzaville;Kongo-Brazzaville;Kongo-Brazzaville;Congo-Brazzaville;Congo-Brazzaville;Kongói Brazzaville;Kongo-Brazzaville;Kongói Brazzaville;Congo-Brazzaville;Congo-Brazzaville;Êîíãî-Áğàççàâèëü;Kongon;x
CGO_ADJ;Congolese;Congolais;Kongolesisch;kongijsk;Congoleña;Congolese;kongói;Konští;kongói;Congolees;Congolês;êîíãîëåçñê;Kongon;x
CGO_bourgeois_dictatorship;The Republic of the Congo;République du Congo;Die Republik Kongo;Republika Konga;La República del Congo;Repubblica del Congo;a Kongói Köztársaság;Konskou republikou;a Kongói Köztársaság;de Republiek Congo;A República do Congo;Ğåñïóáëèêà Êîíãî;Kongon tasavalta;x
CGO_democracy;The Republic of the Congo;République du Congo;Die Republik Kongo;Republika Konga;La República del Congo;Repubblica del Congo;a Kongói Köztársaság;Konskou republikou;a Kongói Köztársaság;de Republiek Congo;A República do Congo;Ğåñïóáëèêà Êîíãî;Kongon tasavalta;x
CGO_fascist_dictatorship;The Republic of the Congo;République du Congo;Die Republik Kongo;Republika Konga;La República del Congo;Repubblica del Congo;a Kongói Köztársaság;Konskou republikou;a Kongói Köztársaság;de Republiek Congo;A República do Congo;Ğåñïóáëèêà Êîíãî;Kongon tasavalta;x
CGO_presidential_dictatorship;The Republic of the Congo;République du Congo;Die Republik Kongo;Republika Konga;La República del Congo;Repubblica del Congo;a Kongói Köztársaság;Konskou republikou;a Kongói Köztársaság;de Republiek Congo;A República do Congo;Ğåñïóáëèêà Êîíãî;Kongon tasavalta;x
CGO_proletarian_dictatorship;The Republic of the Congo;République du Congo;Die Republik Kongo;Republika Konga;La República del Congo;Repubblica del Congo;a Kongói Köztársaság;Konskou republikou;a Kongói Köztársaság;de Republiek Congo;A República do Congo;Ğåñïóáëèêà Êîíãî;Kongon tasavalta;x
CHD;Chad;Tchad;Der Tschad;Czad;Chad;Ciad;Csád;Chad;Csád;Tsjaad;Chade;×àä;Chad;x
CHD_ADJ;Chadian;Tchadien;Tschadisch;czadyjsk;Chadiana;Ciadiana;csádi;Chadian;csádi;Tsjadische;Chadiano;÷àäñê;Tšadin;x
CHE;The Cherokee;Cherokee;Cherokee;Czirokowie;Cherokee;Cherokee;Cherokee;Cherokee;Cherokee;Cherokee;Cherokee;×åğîêè;Cherokee;x
CHE_ADJ;Cherokee;Cherokee;Cherokee-;Cheroków;Cherokee;dei Cherokee;Cherokee;Cherokee;Cherokee;Cherokee;Cherokee;÷åğîêè;Cherokee;x
CHG;The Chagatai Khanate;Le Khanat Djaghataï;Tschagatai-Khanat;Chanat Czagatajski;El Kanato de Chagatai;Il Khanato Chagatai;A csagatáj Khanate;Chagatai Khanate;A csagatáj Khanate;de Chagatai Khanate;O Canato de Chagatai;×àãàòàéñêèé óëóñ;Tšagatain kaanikunta;x
CHG_ADJ;Chagatai;Djaghataï;Tschagatai-;Czagatajów;Chagatai;di Chagatai;csagatáj;Chagatai;csagatáj;Chagatai;de Chagatai;÷àãàòàéñê;Chagatai;x
CHG_democracy;The Chagatai Republic;République de Djaghataï;Tschagatai-Republik;Republika Czagatajska;La República de Chagatai;La Repubblica di Chagatai;A csagatáj Köztársaság;Chagatai republika;A csagatáj Köztársaság;de Chagatai Republiek;A República de Chagatai;×àãàòàéñêèé óëóñ;Chagatai tasavalta;x
CHG_proletarian_dictatorship;The Chagatai Proletariate;Prolétariat de Djaghataï;Tschagatai-Proletariat;Proletariat Czagatajski;El Proletariado de Chagatai;Il Proletariato di Chagatai;A csagatáj proletariátus;Chagatai Proletariate;A csagatáj proletariátus;de Chagatai proletariaat;O Proletariado de Chagatai;×àãàòàéñêèé óëóñ;Chagatai Proletariate;x
CHO;Choshu;Choshu;Choshu;Choshu;Choshu;Choshu;Choshu;Choshu;Choshu;Choshu;Choshu;Ò¸ñş;Choshu;x
CHO_ADJ;Choshu;de Choshu;Choshu-;Choshu;de Choshu;di Choshu;Choshu;Choshu;Choshu;Choshu;de Choshu;ò¸ñşñê;Choshu;x
CHP;Chiapas;Tchiapas;Chiapas;Chiapas;Chiapas;Chiapas;Chiapas;Chiapas;Chiapas;Chiapas;Chiapas;×üÿïàñ;Chiapasin;x
CHP_ADJ;Chiapas;de Tchiapas;Chiapas-;Chiapasa;Chiapaneca;Chiapaneca;Chiapas;Chiapas;Chiapas;Chiapas;Chiapaneco;÷üÿïàñê;Chiapasin;x
CHY;Chechnya;Tchétchénie;Tschetschenien;Czeczenia;Chechenia;Cecenia;Csecsenföld;Èeèensko;Csecsenföld;Tsjetsjenië;Chechênia;×å÷íÿ;Tšetšenia;x
CHY_ADJ;Chechen;Tchétchène;Tschetschenisch;czeczeñsk;Chechena;Cecena;csecsen;Èeèenci;csecsen;Tsjetsjeense;Checheno;÷å÷åíñê;Tšetšenian;x
CIR;Circassia;Circassie;Tscherkessien;Czerkiesja;Circasia;Circassia;Circassia;Circassia;Circassia;Circassia;Circássia;×åğêåñèÿ;Circassia;x
CIR_ADJ;Circassian;Circassien;Tscherkessisch;Czerkiesji;Circasiana;Circasso;cserkesz;Cirkassian;cserkesz;Circassian;Circassiano;×åğêåññê;circassian;x
CLA;Calabar;Calabar;Calabar;Calabar;Calabar;Calabar;Calabar;Calabar;Calabar;Calabar;Calabar;Êàëàáàğ;Calabar;x
CLA_ADJ;Calabari;Calabarien;Calabar-;Calabara;de Calabar;di Calabar;Calabari;Calabari;Calabari;Calabari;de Calabar;êàëàáàğñê;Calabari;x
CLC;Cilicia;Cilicie;Kilikien;Cylicja;Cilicia;Cilicia;Ciliciából;Cilicia;Ciliciából;Cilicia;Cilícia;Êèëèêèÿ;Cilicia;x
CLC_ADJ;Cilician;Cilicien;Kilikisch;cylicyjsk;Cilicia;Cilicia;ciliciai;Cilician;ciliciai;Cilician;Ciliciano;êèëèêèéñê;Cilician;x
CMR;Cameroon;Cameroun;Kamerun;Kamerun;Camerún;Camerun;Kamerun;Kamerun;Kamerun;Kameroen;Camarões;Êàìåğóí;Kamerun;x
CMR_ADJ;Cameroonian;Camerounais;Kamerunisch;kameruñsk;Camerunesa;Camerunese;kameruni;Kamerunu;kameruni;Kameroense;Camaronês;êàìåğóíñê;Kamerunin;x
CMS;The Comoros;Les Comores;Die Komoren;Komory;Las Comoras;Comore;Comore-szigetek;Komory;Comore-szigetek;Comoren;As Comores;Êîìîğñêèå;Komorit;x
CMS_ADJ;Comoran;Comorien;Komorisch;komoryjsk;Comorense;delle Comore;Comoran;Comoran;Comoran;Comoren;Comorense;êîìîğñê;Komorien;x
COM;The Comanche;Comanches;Komantsche;Komancze;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Êîìàí÷è;Comanche;x
COM_ADJ;Comanche;Comanche;Komantsch;Komanczów;Comanche;dei Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Êîìàí÷ñê;Comanche;x
COP;Coptia;Coptie;Koptien;Koptija;Coptia;Coptia;Koptia;Koptie;Koptia;Coptië;Cóptia;Êîïòèÿ;Koptia;x
COP_ADJ;Coptic;Copte;Koptisch;Koptyjski;Copta;Copta;Kopt;Koptské;Kopt;Coptisch;Cóptico;êîïòñê;Koptilainen;x
CPG;Champagne;Champagne;Champagner;Szampania;Champaña;Sciampagna;Pezsgo;Šampanské;Pezsgo;Champagne;Champanha;Øàìïàíü;Samppanja;x
CPG_ADJ;Champagnan;Champenois;Champagne-;Szampanii;Champañesa;Sciampana;Champagnan;Champagnan;Champagnan;Champagnan;Champanhês;Øàìïàíñê;Champagnan;x
CPL;Congress Poland;Pologne du Congrès;Kongress Polen;Kongresówka;El Zarato de Polonia;Polonia del Congresso;Kongresszus Lengyelország;Kongres Polsko;Kongresszus Lengyelország;Congres Polen;Polônia do Congresso;Öàğñòâî Ïîëüñêîå;Kongressi Puola;x
CPL_ADJ;Polish;Polonais;Polisch;polsk;Polaca;Polacca;lengyel;polština;lengyel;Pools;Polonês;ïîëüñê;Kiillottaa;x
CPV;Cape Verde;Cap-Vert;Kap Verde;Wyspy Zielonego Przyl¹dka;Cabo Verde;Capo Verde;Zöld-Fok;Kapverdy;Zöld-Fok;Kaapverdië;Cabo Verde;Êàáî-Âåğäå;Kap Verde;x
CPV_ADJ;Cape Verdean;Cap-Verdien;Kapverdisch;Zielonego Przyl¹dka;Caboverdiana;di Capo Verde;Zöld-foki-szigetek;Cape Verdean;Zöld-foki-szigetek;Kaapverdisch;Cabo-Verdiano;êàáî-âåğäèàíñê;Kap Verdean;x
CRB;The Caribbean;Les Caraïbes;Die Karibik;Karaiby;El Caribe;I Caraibi;a Karibi;v Karibiku;a Karibi;de Caraïben;O Caribe;Êàğèáû;Karibia;x
CRB_ADJ;Caraibic;Caraïbes;Karibisch;karaibsk;Caribeña;Caraibica;Karib-;karibskı;Karib-;Caribbean;Caribenho;êàğèáñê;Karibian;x
CRK;The Creek;Creeks;Creek;Krikowie;Creek;Creek;Patak;zátoka;Patak;Kreek;Creek;Êğèê;Puro;x
CRK_ADJ;Creek;des Creeks;Creek-;Krików;Creek;dei Creek;Patak;zátoka;Patak;Kreek;Creek;Êğèêñê;Puro;x
CRS;Corsica;Corse;Korsika;Korsyka;Córcega;Corsica;Korzika;Korsika;Korzika;Corsica;Córsega;Êîğñèêà;Korsika;x
CRS_ADJ;Corsican;Corse;Korsisch;Korsyki;Corsa;Corsa;korzikai;Korsican;korzikai;Corsicaans;Corso;Êîğñèêàíñê;korsikalainen;x
CST;Castille;Castille;Kastilien;Kastylia;Castilla;Castiglia;Castilla;Castille;Castilla;Castille;Castela;Êàñòèëèÿ;Castille;x
CST_ADJ;Castilian;Castillan;Kastilisch;Kastylii;Castellana;Castigliana;kasztíliai;Castilian;kasztíliai;Castiliaans;Castelhano;Êàñòèëüñê;kastilialainen;x
CUR;Curaçao;Curaçao;Curaçao;Curaçao;Curazao;Curaçao;Curaçao;Curaçao;Curaçao;Curacao;Curaçao;Êşğàñàî;Curaçao;x
CUR_ADJ;Curaçao;Curacien;Curaçao-;Curaçao-;Curazoleña;di Curaçao;Curaçao;Curaçao;Curaçao;Curacao;Curaçaense;Êşğàñàî;Curaçao;x
CYR;Cyrenaica;Cyrénaïque;Cyrenaika;Cyrenajka;Cirenaica;Cirenaica;Cyrenaica;Cyrenaica;Cyrenaica;Cyrenaica;Cirenaica;Êèğåíàèêà;Kyrenaika;x
CYR_ADJ;Cyrenaican;Cyrénaïque;Cyrenaikäer;cyrenajsk;de Cirenaica;Cirenaica;Cyrenaican;Cyrenaican;Cyrenaican;Cirenaica;Cirenaico;êèğåíàèêñê;Cyrenaican;x
CZE;Czechia;Tchéquie;Tschechien;Czechy;Chequia;Cechia;Csehország;Èesko;Csehország;Tsjechië;Tchequia;×åõèÿ;Tsekki;x
CZE_ADJ;Czech;tchèque;Tschechisch;Czesk.;Checa;Ceca;Cseh;Èeština;Cseh;Tsjechisch;Tcheco;×åøñê;Tsekin;x
CZE_democracy;The Czech Republic;La République Tchèque;Die tschechische Republik;Republika Czeska;La República Checa;Repubblica Ceca;Cseh Köztársaság;Èeská Republika;Cseh Köztársaság;De Tsjechische Republiek;A república Tcheca;×åøêàÿ Ğåñïóáëèêà;Tsekin Tasavalta;x
DAG;Dagestan;Daguestan;Dagestan;Dagestan;Daguestán;Daghestan;Dagesztán;Dagestan;Dagesztán;Dagestan;Daguestão;Äàãåñòàí;Dagestanin;x
DAG_ADJ;Dagestani;Daguestannais;Dagestanisch;dagestañsk;Daguestana;del Daghestan;Dagestani;Dagestani;Dagestani;Dagestaanse;Daguestanês;äàãåñòàíñê;Dagestani;x
DAH;Dahomey;Dahoméy;Dahomey;Dahomej;Dahomey;Dahomey;Dahomey;Dahomey;Dahomey;Dahomey;Daomé;Äàãîìåÿ;Dahomey;x
DAH_ADJ;Dahomey;Dahomais;Dahomeyisch;Dahomeju;Dahomeya;del Dahomey;Dahomey;Dahomey;Dahomey;Dahomey;do Daomé;Äàãîìåéñê;Dahomey;x
DAK;Dakota;Dakotas;Dakota;Dakota;Dakota;Dakota;Dakota;Dakota;Dakota;Dakota;Os Dacotas;Äàêîòà;Dakota;x
DAK_ADJ;Dakotan;Dakota;Dakota-;dakotyjsk;Dakotense;Dakotana;Dakotan;Dakotan;Dakotan;Dakotan;Dacota;äàêîòñê;Dakotan;x
DAM;Damangaram;Damagaram;Damagaram;Damangaram;Damangaram;Damangaram;Damangaram;Damangaram;Damangaram;Damangaram;Damangaram;Äàìàãàğàì;Damangaram;x
DAM_ADJ;Damangaram;du Damagaram;Damagaram-;Damangarama;de Damangaram;del Damangaram;Damangaram;Damangaram;Damangaram;Damangaram;de Damangaram;äàìàãàğàìñê;Damangaram;x
DJI;Djibouti;Djibouti;Dschibuti;D¿ibuti;Yibuti;Gibuti;Dzsibuti;Dibuti;Dzsibuti;Djibouti;Djibouti;Äæèáóòè;Djibouti;x
DJI_ADJ;Djibouti;Djiboutien;Dschibutisch;d¿ibutyjsk;Yibutí;Gibutiana;Dzsibuti;Dibuti;Dzsibuti;Djibouti;Djibutiense;äæèáóòèéñê;Djibouti;x
DKU;The Don-Kuban Union;L'Union du Don-Kouban;Die Don-Kuban-Union;Unia Doñska-Kubañska;La Unión Don-Kubán;Unione Don-Kuban;A Don-Kuban Unió;Don-Kubanská unie;A Don-Kuban Unió;De Don-Kuban Unie;União Dom-Cubã;ÄîíîÊóáàíñêèé Ñîşç;Don-Kuban-unioni;x
DKU_ADJ;Don-Kuban;Don-Koubannais;Don-Kuban-;doñskokubañsk;del Don-Kubán;del Don-Kuban;Don-Kuban;Don-Kuban;Don-Kuban;Don-Kuban;Dom-Cubanês;äîíîêóáàíñêàÿ;Don-Kuban;x
DLM;Dalmatia;Dalmatie;Dalmatien;Dalmacja;Dalmacia;Dalmazia;Dalmácia;Dalmácie;Dalmácia;Dalmatië;Dalmácia;Äàëìàöèÿ;Dalmatia;x
DLM_ADJ;Dalmatian;Dalmatien;Dalmatinen-;dalmatyñsk;Dálmata;Dalmata;dalmáciai;Dalmatian;dalmáciai;Dalmatiër;Dalmático;äàëìàòèíñê;dalmatiankoira;x
DMN;Dominica;Dominique;Dominica;Dominika;Dominica;Dominica;Dominika;Dominikou;Dominika;Dominica;Domínica;Äîìèíèêà;dominica;x
DMN_ADJ;Dominican;Dominicain;Dominicanisch;dominick;Dominiquesa;Dominicano;dominikánus;Dominikán;dominikánus;dominicaans;Dominiquense;äîìèíèêàíñê;Dominikaaninen;x
DNB;The Danubian Federation;Fédération Danubienne;Danubische Föderation;Federacja Naddunajska;La Federación Danubiana;Federazione Danubiana;Duna Szövetség;Podunajská federace;Duna Szövetség;Donau Federatie;A Federação Danubiana;Äóíàéñêàÿ ôåäåğàöèÿ;Tonavan liitto;x
DNB_ADJ;Danubian;Danubien;Danubisch;naddunajsk;Danubiana;Danubiana;dunai;Danubian;dunai;Danubian;Danubiano;äóíàéñê;Tonavan;x
DND;Dendi;Dendi;Dendi;Dendowie;Dendi;Dendi;Dendi;Dendi;Dendi;Dendi;Dendi;Äåíäè;Dendi;x
DND_ADJ;Dendi;Dendi;Dendi-;Dendów;Dendi;di Dendi;Dendi;Dendi;Dendi;Dendi;de Dendi;äåíäèéñê;Dendi;x
DNL;Daneland;Daneland;Daneland;Dunlandia;Dinalandia;Daneland;Daneland;Daneland;Daneland;Daneland;Dinalândia;Äàíåëàíäèÿ;Daneland;x
DNL_ADJ;Danelander;Danelandeuse;Daneländisch;dunlandzk;Dinalandesa;del Daneland;Danelander;Danelandere;Danelander;Danelander;Dinalandês;äàíåëàíäñê;Danelander;x
DOG;Hundland;Houndlande;Hundland;Pieskolandia;Perronia;Hundlandia;Hundland;Hundland;Hondland;Hundland;Hundlândia;Ñîáàêîâñê;x;x
DOG_ADJ;Hound;Chien;Hund;piesk;Perresa;Canina;Ohaø;Vadászkutya;Hond;Cão;Hundlandês;ñîáàêîâñê;x;x
DOG_anarcho_liberal;Adam Bones' Party;Parti d'Adam Los;Partei von Adam Knochenberg;Partia Adama Koœciowiæ;Partido de Adám Ososo;Partito di Adamo Leossa;Adam Bones pártja;Strana Adam Bonesù;Adam Bones pártja;Adam Bones 'Party;Partido de Adão Osso;Ïàğòèÿ Àäàìà Êîíòåâè÷à;Adam Bonesin puolue;x
DOG_communist;Broken Leash Party;Parti de la Laisse Brisée;Partei der Gebrochene Leinen;Partia Smyczy Z³amanego;Partido de la Correa Rota;Partito del Guinzaglio Rotto;Broken Leash Party;Zlomenı vodítko;Broken Leash Party;Broken Leash Party;Partido da Trela Quebrada;Ïàğòèÿ Ñëîìàííåãî Ïîâîäîêà;Broken Leash Party;x
DOG_conservative;Good Boys Party;Parti des Bons Garçons;Partei der Gute Jungen;Partia Dobrych Ch³opaków;Partido de los Buenos Niños;Partito dei Bravi Ragazzi;Jó fiúk pártja;Dobrá kluka strana;Jó fiúk pártja;Good Boys Party;Partido dos Bons Meninos;Ïàğòèÿ Äîâğûõ Ñîáà÷êîâ;Good Boys Party;x
DOG_fascist;Neo-Wolves Party;Parti des Néo-Loups;Neu-Wölfe-Partei;Partia Neo-Wilków;Partido de los Neo-Lobos;Partito dei Neo-Lup;Neo-Wolves párt;Neo-vlèí party;Neo-Wolves párt;Neo-Wolves-feest;Partido dos Neo-Lobos;Íîâîâîëêîâñêàÿ Ïàğòèÿ;Neo-Wolves Party;x
DOG_liberal;Free Paw Party;Partie de la Patte Libre;Partei der Freie Pfote;Partia Swobodnej £apy;Partido de la Pata Libre;Partito della Zampa Gratuita;Ingyenes Paw Party;Volná strana labutì;Ingyenes Paw Party;Gratis Paw Party;Partido da Pata Livre;Ñâîáîäíàÿ Ëàï÷àòíàÿ Ïàğòèÿ;Vapaa Paw Party;x
DOG_reactionary;Woof Faction;Faction du Ouaf;Wau-Fraktion;Partia Hau;Facción Guau;Partito del Bau;Woof Faction;Woof frakce;Woof Faction;Woef Faction;Facção Ão-Ão;Ôğàêöèÿ Ãàâ;Woof Faction;x
DOG_socialist;Karl Barx' Party;Parti de Charles Barx;Partei von Karl Barx;Partia Karola Warcza;Partido de Karl Ladraz;Partito di Carlo Barx;Karl Barx 'párt;Karl Barx 'strana;Karl Barx 'párt;Karl Barx 'partij;Partido de Carlos Latráx;Ïàğòèÿ Âëàäèìèğà Ëàÿëèíà;Karl Barxin puolue;x
DON;Cossackia;Cosaquie;Kosakenreich;Kozacy;Cosaquia;Cosacchia;Cossackia;Cossackie;Cossackia;Cossackia;Os Cossacos;Êàçàêèÿ;Cossackia;x
DON_ADJ;Cossack;Cosaque;Kosakisch;kozack;Cosaca;Cosacco;kozák;kozák;kozák;Kozak;Cossaco;êàçàöê;kasakka;x
DRA;Dravidistan;Dravidistan;Dravidistan;Dravidistan;Dravidistán;Dravidistan;Dravidistan;Dravidistán;Dravidistan;Dravidistan;Dravidistão;Äğàâèñèòàí;Dravidistan;x
DRA_ADJ;Dravidian;Dravidien;Dravidisch;dravidistañsk;Dravidistaní;Dravidica;dravida;Dravidian;dravida;Dravidian;Dravidiano;äğàâèäñê;Dravidian;x
DRK;Akavir;Akavir;Akavir;Akavir;Acaviria;Acavir;Akavir;Akavir;Akavir;Akavir;Akavir;Àêàâèğèÿ;x;x
DRK_ADJ;Akavirian;Akavirien;Akavirisch;akavirijsk;Acaviria;Acavira;Akavirian;Akavirian;Akavirian;Akavirian;Akavirio;àêàâèğñê;x;x
DRK_anarcho_liberal;The Steam Trains;Trains à vapeur;Die Dampfzüge;Parowóz;Locomotoras de Vapor;Treni a Vapore;A Steam vonatok;Parní vlaky;A Steam vonatok;De stoomtreinen;Os Trens a Vapor;Ïàğîâûå Ïîåçäà;Höyryjunat;x
DRK_communist;Fireball-Ironbelly;Bouledefeu-Ventredefer;Feuerball-Eiserbauch;Kula Ognia-¯elazobrzuch;Fuegobola-Hierrobarriga;Palladifuoco-Panzadacciaio;Fireball-Ironbelly;Fireball-Ironbelly;Fireball-Ironbelly;Fireball-Ironbelly;Boladefogo-Ironbelly;Ôàéğáàëëü-Àéğîíáåëëèé;Fireball-Ironbelly;x
DRK_conservative;Pendragon Party;Partie de Pendragon;Pendragon-Partei;Partia Pendragona;Partido de Pendragon;Partito di Pendragone;Pendragon Párt;Pendragon Party;Pendragon Párt;Pendragon-feest;Partido de Pendragon;Âå÷åğèíêà Ïåíäğàãîíîâ;Pendragon-puolue;x
DRK_fascist;The Childrens of Smaug;Enfants de Smaug;Kinder von Smaug;Dzieci Smauga;Los Hijos de Smaug;Figli di Smaug;A Smaug gyermekei;Dìti z Smaugu;A Smaug gyermekei;De kinderen van Smaug;Crianças de Smaug;Äåòè Ñìàóãà;Smaugin lapset;x
DRK_liberal;Frænir's Legacy;Héritage de Frænir;Frænirs Vermächtnis;Dziedzictwa Frenira;El Legado de Frénir;Eredità di Frænir;Franir öröksége;Franirùv odkaz;Franir öröksége;Frænir's Legacy;Legado de Frænir;Íàñëåäèå Ôğóíèğà;Frænir's Legacy;x
DRK_reactionary;The Leviathans;Les Léviathans;Die Leviathaner;Lewiatany;Los Leviatanes;I Leviatani;A Leviathans;Leviatané;A Leviathans;De Leviathans;Leviatã;Ëåâèàôàíû;Leviathan;x
DRK_socialist;The Heinleiners;Les Heinleiners;Die Heinleiner;Heinleinery;Los Heinleineses;Gli Heinleiners;A Heinleiners;Heinleiners;A Heinleiners;De Heinleiners;Os Heinleineres;Õàéíëàéíåğû;Heinleiners;x
DRU;The Druze;Druzes;Drusenstaat;Druzowie;Los Drusos;Drusi;drúz;Druze;drúz;Druzen;Os Drusos;Äğóçû;druusit;x
DRU_ADJ;Druze;Druze;Drus;druzyjsk;Drusa;Drusa;Druzean;Druzean;Druzean;Druzean;Druso;äğóçñê;Druzean;x
